video,caption,seconds
-ytIhnScF8w_19_0to147.mp4,"In the video, two men are standing in a motorcycle shop. The man on the left is wearing a purple t-shirt and has a beard. The man on the right is wearing a black and white motorcycle jacket and has a mustache. They are standing in front of a display of motorcycle helmets and jackets. The shop has a red and black color scheme. The man on the right is adjusting his jacket. The man on the left is gesturing with his hands. The shop has a modern and stylish design.",4.904904904904905
4yx-CY6Lnv4_14_0to207.mp4,"The video shows a man in a black shirt and sunglasses sitting in front of a yellow tent in a wooded area. The man appears to be in a relaxed posture, possibly enjoying a camping trip. The tent is set up on a grassy area, and the surrounding environment is lush with trees and greenery. The man's sunglasses and casual attire suggest a leisurely and laid-back atmosphere. The overall style of the video is naturalistic, capturing the beauty of the outdoors and the simplicity of camping.",6.206206206206207
7CcKTxOCQmI_2_0to150.mp4,"The video captures a close-up of a small, brown, furry animal with large, expressive eyes, sitting on a grassy surface. The animal appears to be a young one, possibly a fox or a similar species. The animal's gaze is directed towards the camera, giving the impression of curiosity or attentiveness. The background is blurred, but it suggests a natural, outdoor setting with greenery. The style of the video is a close-up, slow-motion shot, emphasizing the animal's features and the texture of its fur. The lighting is soft, suggesting an overcast day or a shaded area. The overall mood of the video is calm and serene, with a focus on the beauty and innocence of the young animal.",6.0
-QuVqmgAHCQ_10_0to161.mp4,"In the video, two men are engaged in a conversation in a rural setting. The man on the left is dressed in a traditional African outfit, complete with a patterned robe and a beaded necklace. He stands confidently, his gaze fixed on the other man. The man on the right is wearing a blue and white patterned robe, and he appears to be listening intently to the first man. The background reveals a rustic village scene, with thatched huts and a wooden fence. The overall style of the video suggests a narrative that is rich in cultural and historical context.",4.671338004671338
8sB8FGhQJWE_10_0to213.mp4,"The video shows two men in a kitchen, engaged in a conversation. The man on the left is wearing a blue and white checkered sweater, while the man on the right is dressed in a white chef's coat. They are standing in front of a stove, with an oven visible in the background. The kitchen is equipped with various appliances, including a sink and a refrigerator. The men appear to be discussing something, possibly related to cooking or food preparation. The overall style of the video suggests a casual, friendly interaction between the two men in a professional kitchen setting.",7.107107107107107
9k3qREWco5o_3_0to175.mp4,"The video features a man standing in a desert-like environment, with two off-road vehicles parked behind him. The man is wearing a gray t-shirt with a logo on it, and he appears to be speaking or presenting. The off-road vehicles are rugged and designed for off-road use, with large tires and a robust build. The environment around them is arid and rocky, with a clear sky above. The style of the video suggests it could be a promotional or instructional video, possibly related to off-roading or outdoor activities.",5.839172505839173
3pclZOCDvcQ_5_31to193.mp4,"The video is a news segment from the ""Good Morning Britain"" show. It features a panel of four people, three men and one woman, sitting around a round table. The woman is wearing a red dress, while the men are dressed in suits. They are engaged in a discussion about tech giants fighting terrorism. The background of the video shows a cityscape with a river running through it. The show's logo is visible in the bottom right corner of the screen. The overall style of the video is professional and informative, with a focus on current events and news.",5.64
D-rxbYbhnC8_118_45to286.mp4,"In the video, a woman with blonde hair and blue eyes is seen in a room with two young girls. The woman is wearing a pink shirt and is smiling at the camera. The two girls are wearing pink and yellow dresses and are playing with a toy train set. The room has a white door and a window. The video captures a happy and playful moment between the woman and the girls.",7.340674007340675
HMe2Xw4Vk-8_12_340to568.mp4,"The video features a man standing in front of a blue background with a red wall. He is wearing a blue shirt and glasses. The man appears to be speaking or presenting. On the blue background, there is a white square with the text ""lack of evidence"" and two icons, one of a person and one of a document. The man's hands are clasped together in front of him. The style of the video is a simple, straightforward presentation with a focus on the man and the text.",6.906906906906907
-RTyVK6VDUg_16_0to174.mp4,"The video is a black and white time-lapse of two women working in a sewing workshop. They are using a sewing machine to create clothing. The women are focused on their work, and the sewing machine is the central object in the scene. The workshop is filled with various pieces of clothing and fabric, and the women are surrounded by these materials. The time-lapse effect captures the process of creating clothing, from cutting the fabric to sewing the pieces together. The black and white color scheme adds a timeless quality to the video, emphasizing the skill and craftsmanship involved in the sewing process.",5.805805805805806
FZu1Y_mOP6c_0_0to190.mp4,"The video features two men sitting in front of a blue background with a world map. The man on the left is wearing a blue and white striped shirt and glasses, while the man on the right is wearing a blue polo shirt. They are both sitting in front of a microphone, suggesting that they are recording a podcast or an interview. The style of the video is casual and conversational, with the men appearing relaxed and engaged in their discussion. The blue background with the world map adds a professional touch to the setting.",6.339673006339673
HSOqZs5UIPc_19_324to475.mp4,"The video features a red Mercedes-Benz SUV parked on a gravel road near the ocean. The car is positioned in the center of the frame, with the vast expanse of the ocean visible in the background. The sky is partly cloudy, suggesting a pleasant day. The car is stationary, and there are no people or other vehicles in the scene. The style of the video is a straightforward, clear shot of the car, with no additional action or movement. The focus is solely on the car and its surroundings, highlighting the vehicle's design and the scenic location.",4.337671004337671
3KTHlJtHYqs_24_0to228.mp4,"The video shows a black Harley Davidson motorcycle in a garage. The motorcycle is parked and stationary. The garage is filled with various items, including a red workbench and a white wall. The motorcycle is the main focus of the video, and it is positioned in the center of the frame. The style of the video is realistic, with a focus on the motorcycle and its surroundings. The lighting in the garage is bright, highlighting the details of the motorcycle and the items in the background. The video does not contain any people or animals. The motorcycle is the only moving object in the video. The video does not contain any text or music. The video is a straightforward depiction of a motorcycle in a garage, with no additional elements or actions.",7.607607607607608
5KnT5QYlBK4_37_0to114.mp4,"The video captures a soccer player in action on the field. The player is dressed in a bright yellow uniform, which stands out against the green of the field. The player is seen walking towards the camera, with his hands on his hips, exuding confidence and determination. The background is filled with spectators, their faces a blur of anticipation and excitement. The atmosphere is electric, the crowd cheering on their favorite team. The player's focused expression and the crowd's energy create a dynamic scene that encapsulates the thrill of the game.",4.56
89BmCm3ytMY_22_0to207.mp4,"The video shows a man in a blue shirt working in a workshop. He is using a wood lathe to shape a wooden bowl. The workshop is filled with various tools and equipment, including a drill press, a table saw, and a router. The man appears to be focused on his work, and the workshop is well-organized and clean. The video is likely educational, showing the process of woodworking and the tools used in the craft.",6.206206206206207
5FixG5cROE8_2_0to172.mp4,"The video is a close-up shot of a shiny chrome wheel with a black tire. The wheel has a distinctive ""H"" logo in the center, indicating it's from Hostile. The style of the video is a time-lapse, showing the wheel in three different positions: first, it's stationary, then it rotates slightly, and finally, it rotates more, giving a sense of motion. The background is blurred, focusing the viewer's attention on the wheel. The lighting is bright, highlighting the chrome's reflective surface. The overall effect is a sleek and polished presentation of the wheel.",5.038371705038372
9R9JQ-FWiHw_30_30to196.mp4,"The video is a car review, showcasing the interior of a car from the perspective of the driver's seat. The car is a modern, luxury vehicle with a sleek design. The dashboard features a large touch screen display, which is currently displaying a video of the car driving on a road. The steering wheel is in the center of the frame, with the car's logo prominently displayed. The car's interior is well-lit, with the sunroof open, allowing natural light to flood in. The seats are upholstered in a light-colored material, and the car's door panels are also visible, featuring a variety of controls and switches. The overall style of the video is professional and polished, with a focus on the car's interior features and design.",5.8
E2iiod7PJs8_41_0to159.mp4,"The video captures a serene mountain landscape, featuring a small white church perched on a hill. The church, with its cross on top, is the focal point of the scene. The church is surrounded by a lush green hillside, dotted with rocks and patches of snow. The sky above is a clear blue, with a few clouds scattered across it. The sun is setting, casting a warm glow over the entire scene. The church is situated on a dirt road, which leads up to it, adding a sense of depth to the image. The overall style of the video is tranquil and picturesque, capturing the beauty of nature and the peacefulness of the church in its surroundings.",6.631631631631632
IpAYLUHEGyk_38_0to127.mp4,"In the video, a man is seen receiving an award on a stage. He is dressed in a black tuxedo with a white shirt and black bow tie. In the first frame, he is holding the award, which is a golden statue. In the second frame, he is walking towards the microphone, holding the award in his left hand. In the third frame, he is standing at the microphone, holding the award in his right hand. The background of the stage is decorated with gold and blue colors. The man appears to be in a celebratory mood, as he is smiling and looking towards the audience. The video captures the moment of achievement and recognition for the man's accomplishments.",4.237570904237571
5_3-R1EybLA_9_23to168.mp4,"The video shows a car driving on a snowy road. The car is a small SUV, and it is moving along the road, which is covered in snow. The road curves gently, and the car is following the curve. The car is the only vehicle in the scene, and it is moving at a moderate speed. The road is surrounded by trees, which are also covered in snow. The trees are bare, and their branches are heavy with snow. The sky is overcast, and the light is diffused, creating a soft, muted atmosphere. The overall style of the video is realistic, with a focus on the car and the snowy road. The video does not contain any people or animals, and the focus is solely on the car and the road. The video does not contain any text or other objects. The car is the main subject of the video, and it is moving along the road, which is covered in snow. The road curves gently, and the car is following the curve. The car is the only vehicle in the scene, and it is moving at a moderate speed. The road is surrounded by trees, which are also covered in snow. The trees are bare, and their branches are heavy with snow. The sky is overcast, and the light is diffused, creating a soft, muted atmosphere. The overall style of the video is realistic, with a focus on the car and the snowy road. The video does not contain any people",4.96
5gBwKlzaXFo_3_0to232.mp4,"The video is a casual, informal, and friendly conversation between two men sitting at a bar. They are surrounded by various bottles of alcohol, glasses, and a few cups. The man on the left is wearing a red t-shirt and glasses, while the man on the right is wearing a plaid shirt and a baseball cap. They are both engaged in a discussion, possibly about the drinks they are sampling. The bar has a blue countertop, and the atmosphere appears relaxed and convivial. The style of the video is informal and seems to be aimed at showcasing the drinks and the social aspect of the bar.",7.741074407741075
82iVzx3Y4YY_3_0to153.mp4,"The video captures an intense moment in a football game. Two players, one in a red jersey and the other in an orange jersey, are both leaping into the air to catch the same football. The player in the red jersey is slightly ahead, reaching out to grab the ball. The player in the orange jersey is right behind him, also reaching out to catch the ball. The football is in mid-air, between the two players, creating a suspenseful moment. The background shows a crowd of spectators, adding to the excitement of the game. The style of the video is dynamic and action-packed, capturing the high-energy atmosphere of the football game.",5.105105105105105
9JQ5T50Zs5M_8_0to115.mp4,"The video captures a woman's journey to a waterfall. She starts by walking towards the waterfall, carrying a pink bag. As she approaches, she stops to take a picture of the waterfall. The waterfall is surrounded by lush green trees and the water is a vibrant blue. The woman is wearing a green shirt and a white hat. The video is shot in a realistic style, capturing the beauty of nature and the woman's interaction with it.",4.796463129796464
8jadFG4f3Y0_0_17to225.mp4,"The video is a news segment from Bloomberg, featuring three individuals in a studio setting. The style of the video is professional and polished, with a focus on the discussion between the participants. The studio has a large window that offers a view of a city skyline, suggesting that the location is in a major metropolitan area. The participants are seated around a round table, which is equipped with microphones and a coffee cup. The table also has a logo that reads ""Bloomberg"". The participants are dressed in business attire, with two of them wearing suits and ties. The third participant is a woman who is wearing a patterned dress. The video captures a moment of conversation between the participants, with one of them gesturing as they speak. The overall atmosphere of the video is serious and focused, indicative of a professional news discussion.",6.239572906239573
A86BHebHaRU_5_0to127.mp4,"The video is a professional interview conducted at a boat show. The man, dressed in a suit and tie, stands confidently in front of a display of boat engines. The display features two large engines, one white and one blue, with intricate details and components visible. The setting is a spacious room with a high ceiling, and the man is positioned in the center of the frame, drawing attention to himself and the engines. The style of the video is formal and informative, likely aimed at an audience interested in boating or marine technology.",5.08
6zdDVquvnKI_11_0to136.mp4,"In the video, a young child is seen sitting in the back seat of a car. The child is wearing a red and black plaid jacket with a white collar and cuffs. The child's hair is blonde and styled in a short, spiky cut. The child is sticking out their tongue and making a playful face. The car's interior is visible, with beige leather seats and a headrest in the foreground. The child appears to be in a good mood and enjoying the ride. The video captures a candid moment of childhood joy and playfulness.",4.537871204537871
B-NxouFY-0Y_38_21to179.mp4,"The video features a man with a beard, wearing a brown and blue vest, standing in front of a brick wall with a window. He is pointing to his left, and there is a plate of food on a table nearby. The man appears to be in a casual setting, possibly a restaurant or a food stall. The style of the video is candid and informal, capturing a moment in the man's day. The focus is on the man and his interaction with the food, rather than the surrounding environment.",5.48
9B2wZMvxSwY_9_0to163.mp4,"The video shows a person working on a tire. The tire is placed on a red metal stand, which is likely used to hold the tire in place while it is being worked on. The person is using a tool to loosen the lug nuts on the tire, which are the bolts that hold the wheel to the vehicle. The tire appears to be a standard car tire, with a silver hubcap. The person is wearing a black shirt, and their hand is visible as they work on the tire. The background is not clearly visible, but it seems to be an indoor setting, possibly a garage or a workshop. The style of the video is a straightforward, unembellished documentation of the tire changing process.",4.733333333333333
4Bqxe_6_PaE_46_0to136.mp4,"The video features a man wearing a green cap with a logo on it, looking to his left with a slight smile on his face. He is dressed in a dark-colored shirt and appears to be in a sports setting, as suggested by the blurred background that includes a football and a person in a green jersey. The style of the video is candid and informal, capturing a moment of the man's life, possibly during a sports event or practice. The focus is on the man's expression and the context of the setting, with the background elements being out of focus to emphasize the subject.",4.537871204537871
2AkOvMa4qkw_6_699to877.mp4,"The video features a man with a beard and mustache, wearing a gray and white patterned shirt. He is smiling and appears to be in a good mood. The background is dark, which puts the focus on the man. The style of the video is casual and informal, with a close-up shot of the man. The lighting is soft and natural, suggesting an indoor setting. The man's facial expression and body language convey a sense of happiness and contentment.",5.238571905238572
8BFErqd_1fQ_0_0to147.mp4,"In the video, a man with a beard and curly hair is seen holding a glittery object near his face. He appears to be in a room with a window in the background. The man is smiling and seems to be enjoying the moment. The glittery object is held up close to the camera, drawing attention to its sparkly texture. The overall style of the video is casual and fun, with the man's playful interaction with the glittery object being the main focus.",4.9
DSX-c8Z2bOk_18_0to182.mp4,"In the video, a group of four people, two men and two women, are gathered around a table filled with various drinks and snacks. The table is covered with a white tablecloth and holds an assortment of items including bottles, cups, and oranges. The people are standing and appear to be engaged in a lively conversation. The setting suggests a casual and relaxed atmosphere, possibly a social gathering or a party. The style of the video is candid and informal, capturing a moment of camaraderie among friends.",6.072739406072739
4cvgTuAaMDM_12_0to186.mp4,"The video features two animated characters, both wearing purple hooded cloaks and glasses. They are standing on a wooden platform with train tracks in the background. The character on the left is making a surprised face, while the one on the right is gesturing with her hands. The scene appears to be set in a forested area with trees in the background. The characters are likely engaged in a conversation or reacting to something happening off-screen. The style of the animation is colorful and cartoonish, with a focus on exaggerated facial expressions and body language to convey emotion.",6.6
9Y7tit8bW4Y_48_0to170.mp4,"The video captures the dynamic motion of a red sports car driving down a winding road. The car's sleek design and vibrant color stand out against the lush greenery of the surrounding landscape. The car's side mirror is prominently featured, reflecting the car's speed and the blur of the passing scenery. The car's interior is visible through the side window, adding a sense of depth and perspective to the scene. The video is shot from the perspective of a passenger in the car, providing a first-person view of the thrilling ride. The overall style of the video is dynamic and exciting, capturing the essence of a high-speed drive through a picturesque landscape.",6.8
EdJZqUBsiNw_6_0to136.mp4,"In the video, a man and a young girl are engaged in a playful activity in a living room. The man is lying on the floor, covered in a white sheet, while the girl is standing over him, seemingly applying something to his back. The girl is wearing a purple shirt and a green bow in her hair. The man is wearing a white t-shirt and a baseball cap. The living room is filled with various objects, including a refrigerator, a chair, and a potted plant. The atmosphere is light-hearted and fun, with the man and the girl laughing and enjoying their time together. The video captures a moment of joy and playfulness between the two individuals.",4.537871204537871
5hSzG5LIOis_13_0to156.mp4,"The video captures the growth of a tomato plant in a pot. The plant starts with a few small green tomatoes, which gradually grow and ripen into large, vibrant red tomatoes. The plant is supported by a wire frame, which helps it grow upwards. The pot is placed on a wooden surface, and the plant is surrounded by other plants, creating a lush and green environment. The video is a time-lapse, showing the transformation of the plant over time. The style of the video is simple and straightforward, focusing on the plant and its growth. The colors are bright and vivid, highlighting the green of the leaves and the red of the tomatoes. The video does not contain any text or narration, allowing the viewer to focus solely on the plant and its development.",5.205205205205205
5TE1-2Zvgr4_14_0to170.mp4,"The video is a news segment featuring a man in a checkered shirt and tie, sitting at a desk with a microphone. The background includes a logo for ""SB Nation"" and a photo of a group of people celebrating. The man appears to be speaking or reacting to the photo, possibly discussing a sports event or team. The style of the video is a typical news broadcast, with a focus on the man's reaction and the celebratory photo in the background.",7.090423757090424
FOlnSV0QOe8_45_0to114.mp4,"In the video, a young man and an older man are seen walking down a street, laughing and enjoying each other's company. The young man is holding a piece of paper, possibly a receipt or a ticket, and is looking up at the older man with a smile on his face. The older man, wearing a white hat, is also smiling and seems to be sharing a joke or a story with the young man. The street they are walking on is lined with buildings and trees, and the atmosphere appears to be relaxed and friendly. The video captures a moment of joy and camaraderie between the two men, set against the backdrop of an everyday urban scene.",4.56
70vr83NVDNs_11_124to253.mp4,"The video shows a person's hand placing a cupcake into a muffin tin. The muffin tin is placed on a stove. The cupcake is golden brown and has a white paper wrapper. The person's hand is holding the cupcake by the wrapper. The muffin tin has several empty slots. The stove is black and has a flat top. The video is a simple, everyday scene with a focus on the action of placing the cupcake into the muffin tin.",4.32
5gqptrIsOvY_8_0to179.mp4,"The video captures a bustling city street scene. The first frame shows a white truck driving down the street, followed by a red car in the second frame. In the third frame, a white car is seen driving down the street. The street is lined with traffic lights and street signs, indicating a busy urban area. The sky is clear and blue, suggesting a sunny day. The overall style of the video is a straightforward, unembellished depiction of city life.",5.972639305972639
5l_DPFQI8Ss_1_0to136.mp4,"In the video, a young girl is seen playing with a cardboard box that has been creatively transformed into a colorful toy car. The box is adorned with a rainbow and has black wheels, giving it a playful and imaginative appearance. The girl is dressed in a pink and white striped jacket, adding a pop of color to the scene. She is seated inside the box, her hands resting on the sides as if she's driving the car. The setting appears to be a child's playroom, with a toy house and a pink basket visible in the background. The video captures the essence of childhood play and creativity, as the girl engages with her makeshift toy car.",4.537871204537871
7PmD_VhzeLY_10_0to127.mp4,"The video features a man in a cowboy hat and a blue plaid shirt, standing in front of a wooden fence. The man is looking off to the side, with a thoughtful expression on his face. The setting appears to be a rural or semi-rural area, with trees and greenery in the background. The lighting suggests it might be daytime. The style of the video is realistic, with a focus on the man and his surroundings. The camera angle is slightly lower, looking up at the man, which adds to the sense of depth in the scene.",4.237570904237571
FaAcV8Qgc9Q_8_0to136.mp4,"The video features a man in a black jacket and scarf, sitting in a chair with a microphone in front of him. He appears to be speaking or reacting to something, as he has his mouth open and his eyes are focused on something off-camera. The background is blurred, but it seems to be an indoor setting with a lamp and a window. The style of the video is a standard interview or news segment, with a focus on the man's facial expressions and body language. The lighting is bright, highlighting the man's features and creating a professional atmosphere.",4.537871204537871
AbhbBifhBbA_7_0to163.mp4,"The video features a man standing in front of a white house with red shutters. He is wearing a black hoodie and has a beard. The man appears to be speaking, as suggested by his open mouth and the slight movement of his lips. The background is simple and uncluttered, allowing the viewer to focus on the man. The style of the video is straightforward and unembellished, with no additional elements or distractions. The focus is solely on the man and his speech.",5.4387721054387725
0AvccummliY_78_67to208.mp4,"The video is a 3D animated sequence featuring a young girl playing a golden trombone. The girl has blonde hair and is wearing a white bow in her hair. She is sitting on a wooden stool in front of a black piano. The piano has a reflection of the girl and the trombone on its surface. The girl is holding the trombone with both hands and blowing into it. The trombone is large and golden, with a shiny surface. The girl is wearing a black dress and white shoes. The background is a blurred image of a room with wooden walls and a window. The video is in color and has a realistic style.",4.8
6uGtGh8GZxA_23_88to231.mp4,"The video captures the growth of a fern plant in a forest setting. The fern starts as a small, delicate sprout, and over time, it unfurls into a larger, more robust plant with broad, feather-like leaves. The fern is surrounded by a variety of other plants and foliage, including green moss and small, delicate flowers. The forest floor is covered in a mix of fallen leaves and twigs, creating a natural and organic backdrop for the fern's growth. The video is shot in a close-up style, focusing on the fern and its immediate surroundings, and it captures the plant's growth in a time-lapse format, allowing viewers to see the transformation from sprout to fully grown fern.",4.070737404070737
CCQpY7vNlK0_4_121to264.mp4,"The video features a woman performing on stage. She is wearing a black outfit with a silver choker and has long dark hair. The stage is lit with purple and blue lights, creating a vibrant atmosphere. The woman is smiling and appears to be enjoying herself as she performs. The audience is not visible in the video, focusing the viewer's attention solely on the performer. The style of the video is dynamic and energetic, capturing the essence of a live performance.",4.070737404070737
88pmA5guRdw_0_0to129.mp4,"The video shows a man in a restaurant, dressed in a sombrero and a fake mustache, holding a large glass of a beverage. He is seated at a table with a striped tablecloth and a box of tissues on it. The restaurant has a colorful and lively atmosphere, with shelves filled with various bottles and a woman in the background. The man is smiling and appears to be enjoying his time. The style of the video is casual and fun, capturing a light-hearted moment in a social setting.",5.16
5TJKJ2d5U8g_90_57to229.mp4,"The video shows a close-up view of a tray of macarons being decorated. The macarons are shaped like cute animals, with a variety of colors and designs. The first frame shows a macaron with a yellow filling being decorated with a red heart. The second frame shows a macaron with a yellow filling being decorated with a black nose and eyes. The third frame shows a macaron with a yellow filling being decorated with a red heart and a black nose and eyes. The style of the video is a time-lapse, capturing the process of decorating the macarons in a quick and efficient manner. The focus is on the macarons and the intricate details of the decorations. The background is blurred, drawing attention to the macarons. The video is likely to be used for promotional purposes, showcasing the skill and creativity of the baker.",5.038371705038372
GrAVij_T0Ek_35_0to213.mp4,"The video shows a man working on a lawn mower in a driveway. He is wearing a black t-shirt and a baseball cap. The lawn mower is on a cart, and the man is using a tool to work on it. There are boxes and other items scattered around the driveway. The man is focused on his task, and the scene suggests that he is in the process of repairing or maintaining the lawn mower. The setting is a typical suburban driveway, with a car parked in the background. The overall style of the video is casual and documentary, capturing a moment of everyday life.",6.406406406406407
FxOiPtkAFOU_17_30to250.mp4,"The video features a man with a beard and a shaved head, wearing a black jacket with a fur-lined hood. He is standing in front of a rock formation, and his expression is serious. The lighting in the video is natural, suggesting it was filmed outdoors during the day. The man's attire and the rock formation in the background suggest a rugged, outdoor setting. The overall style of the video is realistic, with a focus on the man's expression and the natural environment.",6.633333333333334
5GBZudJx3rE_2_0to122.mp4,"The video shows a man in a camouflage outfit, equipped with a high-powered sniper rifle. He is positioned in a field with tall grass, and the rifle is mounted on a tripod. The man is focused on the scope of the rifle, suggesting he is preparing for a shot. The rifle is equipped with a scope and a bipod, indicating it is designed for long-range shooting. The man's attire and the equipment suggest he is a skilled marksman, possibly a hunter or a soldier. The setting appears to be a rural or wilderness area, with no other people or structures visible in the frame. The overall style of the video is realistic and focused on the man and his rifle, with no additional action or movement.",5.083333333333333
Fh88R9OJIHw_2_0to136.mp4,"The video is a montage of a man in a red Manchester United jersey celebrating a victory. In the first frame, the man is seen with his arms crossed, looking at the camera with a slight smile. In the second frame, he is seen holding a trophy, his eyes closed in a moment of triumph. In the third frame, he is seen kissing the trophy, his face filled with joy and pride. The style of the video is a mix of still images and motion, capturing the man's emotions and the significance of the moment. The red jersey and the trophy are the main objects in the video, symbolizing the man's team and the achievement he has accomplished.",4.537871204537871
JIaUmGiuGQ4_1_18to199.mp4,"The video features a man with a beard and glasses, wearing a black jacket and a white shirt. He is seated in a studio setting with a blue background. The man appears to be speaking, and there is a logo in the corner of the screen that reads ""The View."" The style of the video suggests it is a television interview or a segment from a talk show. The man is the main subject of the video, and there are no other significant objects or actions taking place. The focus is on the man and his conversation.",5.3386720053386725
F4rlFRI4Tyk_27_0to160.mp4,"The video is a 3D animated sequence featuring two young girls in a whimsical, colorful setting. The first girl has long purple hair and is wearing a pink dress with a flower accessory in her hair. The second girl has long red hair and is wearing a pink dress with a strawberry pattern. She is also wearing a hat that resembles a strawberry. Both girls are standing in a field with tall grass and a variety of fruits growing around them, including strawberries and cherries. The girls appear to be engaged in a conversation or an activity, as they are looking at each other with expressions of surprise or curiosity. The overall style of the video is bright and cheerful, with a focus on vibrant colors and playful, cartoonish character designs.",5.797464130797464
-Qf-G5-ulms_3_18to175.mp4,"In the video, a young man is seen sitting at a desk in a room with a vibrant, colorful background. He is wearing a colorful, patterned sweater and holding a black tablet in his hands. The man appears to be engaged in an activity on the tablet, possibly reviewing or editing something. The room has a modern, casual feel to it, with a desk and a computer monitor visible in the background. The overall style of the video suggests a casual, informal setting, possibly a home or a personal workspace.",5.672339005672339
8sgYna71BeU_0_543to719.mp4,"The video shows a man with a beard and glasses, wearing a black beanie and a black hoodie, sitting in the driver's seat of a car. The car appears to be a convertible, with the top down, and the man is looking up towards the sky. The lighting suggests it might be daytime. The man's expression is neutral, and he seems to be in a relaxed state. The style of the video is casual and candid, capturing a moment in the man's day.",5.171838505171839
